cart_dwell_time_seconds,cart_pdp_bounce_count,reviews_expanded_count,idle_time_before_checkout,delivery_pincode_checked,cart_value_to_aov_ratio,delivery_fee_percentage,est_delivery_days,has_price_dropped_recently,hist_abandonment_rate,discount_sensitivity_score,past_return_rate,wishlist_item_count,payment_method_saved,is_abandoned
117.76,3,0,119.36,1,1.6257,0.0,9,0,0.5577,0.521,0.0382,0,0,1
146.61,2,4,94.74,1,2.1989,0.0,7,1,0.0281,0.3859,0.2152,0,1,1
300.21,0,3,168.79,0,1.1513,10.0426,5,0,0.3136,0.5735,0.1998,1,1,1
143.72,0,1,43.14,2,0.4991,0.0,6,0,0.7189,0.4334,0.1273,1,1,0
309.31,3,4,259.95,1,1.0539,6.2777,3,0,0.1691,0.1403,0.0725,5,0,1
185.26,4,4,98.73,0,0.4729,3.4212,3,0,0.1765,0.3064,0.1533,2,1,0
290.98,3,1,55.21,0,0.9718,0.0,9,0,0.7116,0.6571,0.2359,3,0,1
512.5,10,5,223.04,0,1.7121,0.0,2,1,0.5357,0.9769,0.1427,1,0,1
438.58,6,6,108.35,0,1.2755,0.0,1,0,0.5139,0.2285,0.1963,2,1,0
430.76,0,1,78.34,1,3.7164,0.0,3,1,0.856,0.7387,0.0451,1,0,1
349.54,3,4,64.31,1,1.2101,0.0,4,0,0.5565,0.3459,0.0163,1,0,1
414.36,4,3,30.61,2,2.4684,8.1586,10,0,0.3762,0.7634,0.0446,1,0,1
600.0,2,3,117.51,0,0.7174,3.3157,2,0,0.2628,0.298,0.2129,2,1,1
600.0,8,2,247.33,1,1.7273,3.4602,7,0,0.5268,0.5883,0.0769,1,0,1
76.88,1,2,64.32,2,0.875,0.0,4,0,0.3167,0.4202,0.1824,0,0,0
58.63,0,1,42.56,1,1.0384,0.0,7,1,0.4787,0.5044,0.2105,1,1,0
183.53,3,3,148.3,1,0.7856,7.5154,2,1,0.4731,0.4712,0.3388,0,0,1
261.47,1,2,34.77,1,0.7917,0.0,3,0,0.7223,0.6535,0.1388,1,1,0
600.0,3,4,82.44,2,1.8178,0.0,8,1,0.3631,0.7253,0.034,1,1,1
339.63,4,2,73.66,1,1.1183,0.0,5,0,0.59,0.5233,0.1077,2,1,1
69.93,2,0,53.91,0,2.0517,10.466,3,0,0.6592,0.4728,0.0963,0,0,0
600.0,2,4,180.41,0,0.6578,2.4581,9,0,0.3338,0.4275,0.1005,1,1,1
519.97,4,3,67.57,2,1.609,0.0,1,1,0.3754,0.5853,0.0868,2,1,1
304.43,1,3,138.22,2,1.3375,0.0,5,0,0.4784,0.2104,0.0828,1,0,1
174.14,1,1,3.23,1,0.7314,0.0,3,0,0.5748,0.2747,0.3536,1,0,1
193.73,3,1,83.2,0,2.8448,0.0,5,0,0.5915,0.4736,0.1893,3,0,1
88.53,1,0,73.46,2,2.7759,0.0,5,1,0.6686,0.4081,0.0537,1,1,0
283.48,6,5,100.09,2,1.4798,0.0,5,0,0.7008,0.4618,0.0636,3,0,1
296.03,6,3,48.36,0,1.2748,0.0,1,1,0.476,0.6553,0.0337,4,0,1
289.88,2,1,77.18,1,1.3148,0.0,2,0,0.7195,0.5561,0.1523,1,1,0
86.8,1,2,138.09,1,1.0102,0.0,2,0,0.3034,0.6512,0.0274,1,1,1
248.01,1,3,185.45,1,2.1962,0.0,1,0,0.223,0.3177,0.1133,1,0,0
245.5,4,2,28.41,1,0.6026,1.5198,4,0,0.5337,0.6108,0.0542,1,0,1
220.3,2,5,117.48,1,1.4067,9.4389,4,1,0.575,0.6762,0.1384,2,1,0
600.0,2,1,148.04,1,1.4249,0.0,4,0,0.4624,0.1139,0.0466,3,1,0
253.33,2,0,39.76,3,1.0624,10.2204,9,1,0.1337,0.6378,0.2505,0,1,1
55.4,1,2,34.73,0,0.674,0.0,2,0,0.4169,0.5094,0.1089,0,1,0
342.2,5,2,116.27,1,1.3998,0.0,2,0,0.2923,0.4876,0.0258,2,0,1
468.17,2,2,162.83,1,0.979,0.0,5,0,0.1861,0.5119,0.2537,1,1,0
353.17,6,3,89.66,2,1.357,0.0,3,0,0.4337,0.5023,0.1917,0,0,1
468.53,2,0,141.34,2,1.0355,6.8161,8,0,0.7354,0.5608,0.103,0,0,1
518.16,5,2,30.49,3,2.2774,11.4368,6,0,0.4608,0.2082,0.0649,1,0,1
148.08,1,1,135.55,0,1.1637,2.9774,2,0,0.4489,0.3463,0.1078,2,0,0
145.42,3,2,61.7,4,2.2492,0.0,3,0,0.2927,0.6499,0.1879,1,0,0
295.22,2,2,50.04,0,2.1177,0.0,3,0,0.2575,0.3717,0.0227,1,1,1
275.1,4,5,56.49,0,1.297,0.0,5,0,0.2885,0.5217,0.2298,0,0,1
76.64,0,0,14.82,0,1.3125,0.0,2,1,0.236,0.6197,0.2198,0,1,0
146.39,2,2,92.23,1,1.3317,4.0361,8,0,0.5869,0.3416,0.1694,1,0,1
256.61,2,2,163.45,1,1.1874,0.0,2,1,0.7089,0.7824,0.208,0,1,1
476.11,3,2,76.23,0,1.9363,0.0,3,0,0.4815,0.4388,0.0903,2,0,1
156.86,1,4,74.34,2,0.4909,3.5989,5,1,0.7617,0.1352,0.0556,3,0,0
223.93,1,1,167.28,0,1.3051,0.0,4,0,0.4926,0.5548,0.1958,2,1,1
155.72,0,2,17.63,0,0.7598,0.0,4,0,0.7689,0.2152,0.0902,0,0,0
160.37,2,1,38.62,4,0.9341,0.0,10,0,0.5419,0.7493,0.076,2,1,1
600.0,4,6,83.27,0,1.6499,7.8258,6,0,0.9117,0.6109,0.4208,1,0,1
104.42,2,3,20.82,1,0.7611,5.5014,7,0,0.4175,0.5778,0.0778,0,1,0
430.55,5,3,80.79,1,1.3091,0.0,5,0,0.5647,0.2572,0.0588,1,0,1
51.36,0,2,51.93,1,2.0229,0.0,4,0,0.3831,0.6574,0.0407,2,0,0
132.3,1,1,152.71,3,2.5242,0.0,4,0,0.9404,0.2116,0.0907,1,0,1
293.13,0,1,88.24,3,3.7564,0.0,4,1,0.4353,0.7897,0.0394,1,0,1
377.43,6,4,48.33,1,0.4616,7.3931,4,0,0.4662,0.7541,0.0513,1,0,0
175.58,1,2,121.79,0,1.9646,0.0,5,1,0.3405,0.4596,0.209,1,1,1
273.9,4,1,215.86,2,0.3573,2.9152,5,0,0.6284,0.1993,0.1485,0,0,1
91.99,2,1,0.94,1,0.5764,0.0,3,1,0.6802,0.2849,0.3166,0,0,0
219.55,2,2,184.46,3,1.4495,2.9274,9,1,0.197,0.2549,0.0417,0,1,1
453.48,3,5,213.94,1,0.9166,4.9971,6,1,0.555,0.1558,0.0754,1,0,1
120.2,2,5,106.39,0,1.0322,0.0,8,0,0.5512,0.5021,0.2325,0,0,1
114.18,1,2,98.19,1,0.8612,0.0,8,1,0.6336,0.5784,0.0743,0,0,1
303.83,0,4,58.56,2,0.8099,10.4943,2,0,0.5616,0.5316,0.021,3,1,0
245.82,3,1,44.1,1,1.2002,0.0,5,0,0.5138,0.637,0.0374,0,0,1
230.15,1,0,32.41,0,0.7652,7.8094,5,1,0.3867,0.6004,0.0693,0,0,0
226.39,2,4,28.45,0,0.8655,8.7141,3,0,0.6558,0.5431,0.2677,2,0,0
354.76,1,3,190.42,1,1.3253,5.7184,6,0,0.6875,0.2312,0.0847,0,0,0
200.79,3,3,139.24,3,1.1442,7.0523,7,0,0.2903,0.4682,0.0786,0,1,1
334.36,3,4,208.57,0,1.3828,0.0,4,1,0.7545,0.2579,0.0826,5,0,1
151.85,0,0,160.37,2,2.043,0.0,5,1,0.2475,0.4181,0.1143,2,0,1
600.0,3,7,150.39,0,1.1315,0.0,2,0,0.6373,0.1198,0.0596,4,1,1
439.21,4,4,72.1,1,0.9311,0.0,9,0,0.705,0.6078,0.0566,1,0,1
306.02,6,2,178.76,1,2.2634,0.0,6,1,0.7631,0.5255,0.1624,0,0,1
600.0,4,3,144.36,0,1.3659,0.0,3,1,0.4249,0.7032,0.1351,1,1,1
493.65,7,6,69.7,1,2.0169,5.0002,4,0,0.8378,0.4833,0.2091,0,1,1
52.48,1,2,114.82,1,2.0519,8.1172,7,0,0.4488,0.6101,0.1597,0,1,1
337.9,5,4,82.37,0,1.0881,0.0,4,1,0.5445,0.4142,0.1851,0,1,1
189.36,1,4,56.18,1,1.3311,8.1888,6,1,0.4605,0.4592,0.0566,0,1,0
582.18,1,1,21.19,0,1.1577,2.4839,4,1,0.0387,0.2906,0.0716,0,1,0
87.09,1,1,32.61,2,1.2325,0.0,3,0,0.3108,0.423,0.1405,1,1,0
188.85,5,3,38.87,1,0.6067,6.7149,7,0,0.6117,0.371,0.0408,1,1,0
391.09,3,6,109.01,0,1.1771,3.238,3,0,0.582,0.6908,0.1359,1,0,0
553.3,5,6,191.64,1,1.3423,0.0,5,1,0.7056,0.2338,0.0988,4,0,1
376.8,1,3,163.51,0,1.1604,9.0911,2,0,0.6608,0.6071,0.1254,0,0,1
358.65,2,4,110.31,2,1.3051,0.0,4,1,0.2275,0.5163,0.1516,1,0,1
171.24,4,2,24.92,2,0.7345,7.6724,7,0,0.1578,0.4207,0.0718,0,0,1
206.59,2,0,80.33,0,0.9197,0.0,3,0,0.2042,0.4519,0.246,0,0,1
304.76,4,2,64.39,0,2.9697,7.0456,3,1,0.4827,0.6377,0.1689,0,1,1
354.48,1,2,47.87,1,0.5729,4.3305,3,0,0.4888,0.4059,0.151,1,1,0
227.69,1,1,85.14,0,1.2199,9.9233,3,1,0.4181,0.6615,0.3237,1,1,1
311.91,3,2,28.96,1,1.3892,0.0,2,0,0.5322,0.7227,0.2402,1,0,1
467.97,4,4,133.75,1,0.956,3.9283,6,0,0.9478,0.5092,0.1278,2,0,1
119.63,1,0,8.15,3,0.8936,4.6511,10,0,0.334,0.5389,0.0742,0,1,0
250.77,1,3,122.41,2,0.7237,7.2695,3,0,0.4425,0.443,0.0378,1,0,1
333.66,1,4,154.18,3,0.7815,3.0394,2,0,0.5729,0.147,0.1288,2,0,0
127.04,2,0,51.54,1,2.0258,7.8495,4,1,0.5607,0.581,0.011,0,0,1
184.65,1,0,43.47,0,1.6806,0.0,1,0,0.142,0.7423,0.1844,1,0,0
155.75,2,3,104.53,1,0.9673,6.82,5,0,0.6269,0.2051,0.0286,1,0,1
80.39,2,4,174.11,0,1.7587,0.0,3,1,0.6935,0.605,0.3334,2,1,0
156.28,4,4,82.2,0,0.6448,0.0,4,1,0.5654,0.7089,0.1732,1,0,1
350.95,2,4,92.34,1,1.3923,6.652,4,0,0.2031,0.7477,0.2158,1,1,1
393.98,5,2,78.91,1,1.4228,7.2385,4,0,0.7023,0.7294,0.1262,2,0,1
357.63,3,2,72.53,0,0.6166,2.3651,2,0,0.5415,0.5277,0.1897,1,0,0
140.82,2,0,83.65,0,1.9379,0.0,2,0,0.1952,0.2757,0.1579,1,0,1
276.4,4,1,22.81,2,0.9569,0.0,9,1,0.3069,0.3308,0.048,0,1,0
107.99,0,2,62.5,0,1.662,0.0,4,0,0.4704,0.286,0.1829,2,1,1
280.84,1,4,133.06,1,1.1113,0.0,7,1,0.5291,0.3097,0.1393,2,1,1
153.81,3,6,4.74,0,0.8865,0.0,5,1,0.1355,0.2249,0.24,1,1,0
203.3,3,3,194.89,1,1.7569,0.0,5,1,0.7,0.5123,0.2667,2,0,1
207.72,4,0,44.97,2,2.8184,0.0,10,1,0.6654,0.5715,0.0278,1,0,1
161.45,3,1,85.66,2,1.2943,6.204,5,0,0.3958,0.6676,0.0056,0,0,0
229.39,2,0,186.26,1,1.0857,3.4447,2,1,0.6807,0.6509,0.0369,0,1,0
351.96,6,2,139.1,0,3.0984,0.0,6,0,0.5457,0.7056,0.1056,2,0,1
179.83,3,3,82.73,2,1.0138,4.8537,3,0,0.7367,0.7058,0.1562,1,0,1
393.52,4,3,109.15,0,1.0282,0.0,2,0,0.9117,0.7678,0.0202,3,1,1
304.99,6,4,122.76,0,0.9938,0.0,5,1,0.4745,0.414,0.0589,4,1,0
321.07,5,2,146.76,1,1.3805,0.0,6,0,0.4283,0.4987,0.0546,3,1,0
266.63,4,2,59.11,1,0.6711,0.0,3,1,0.4502,0.6829,0.0487,2,0,0
523.44,7,6,94.59,2,1.1513,4.7147,7,0,0.3116,0.4172,0.3105,1,1,1
336.36,7,4,187.41,4,2.3062,0.0,8,0,0.65,0.5697,0.089,1,1,1
136.0,0,0,180.03,0,1.101,6.7325,6,0,0.673,0.4676,0.1098,0,0,1
460.49,5,3,183.94,1,2.2563,0.0,3,1,0.5836,0.8753,0.2541,1,0,1
335.81,2,1,123.57,3,0.7856,9.6597,6,0,0.4857,0.5895,0.1377,4,1,1
334.68,4,2,183.79,1,1.3693,9.7776,6,0,0.691,0.1862,0.1544,4,0,1
268.03,3,3,48.24,0,1.4079,0.0,2,0,0.0883,0.648,0.2842,4,1,1
398.53,3,2,152.72,0,0.8387,0.0,5,0,0.3479,0.4621,0.1388,1,1,0
167.15,3,5,42.98,1,1.1812,5.1914,2,0,0.8539,0.8116,0.0335,2,1,1
168.15,2,4,69.36,2,1.1355,0.0,5,0,0.1278,0.3427,0.2668,2,0,1
600.0,1,2,115.21,2,1.3602,0.0,6,0,0.2373,0.3338,0.3827,1,0,1
206.73,1,2,96.19,2,0.6395,0.0,2,1,0.6679,0.4859,0.1601,1,0,1
137.91,4,2,125.01,1,1.0024,0.0,8,0,0.3545,0.3135,0.0876,0,0,1
182.52,5,1,9.51,1,1.7018,3.5219,6,0,0.9005,0.3527,0.161,0,0,1
131.37,1,1,49.65,1,1.9056,6.1201,4,0,0.1872,0.7166,0.114,0,0,1
572.96,4,1,24.83,2,1.0286,0.0,3,0,0.1919,0.5362,0.1149,0,0,1
218.55,3,3,127.19,0,0.6867,9.4499,1,0,0.7577,0.4107,0.053,0,0,1
169.12,3,0,9.09,1,0.8747,11.4307,7,1,0.5963,0.4422,0.1031,1,0,1
269.89,3,4,100.47,1,1.6044,0.0,3,0,0.7594,0.6186,0.1844,3,0,1
161.23,3,3,148.37,0,1.6239,4.4734,4,0,0.3701,0.6093,0.1731,2,0,1
121.53,2,2,105.73,3,1.7488,0.0,7,0,0.5158,0.5425,0.2106,5,1,0
600.0,4,2,183.16,1,1.7421,0.0,2,0,0.6319,0.4387,0.0645,2,0,0
230.84,0,1,30.02,0,0.7611,0.0,3,0,0.1515,0.2126,0.199,1,0,0
232.41,3,1,129.39,1,0.8586,0.0,7,1,0.475,0.5758,0.1574,0,0,1
282.35,2,4,146.04,2,1.8146,0.0,1,0,0.5255,0.1511,0.0912,2,0,1
393.04,2,0,86.19,2,1.2581,8.2417,10,0,0.5612,0.7331,0.0115,1,1,1
79.35,1,1,68.67,0,0.7755,0.0,2,1,0.6316,0.3706,0.1085,0,0,1
261.86,1,0,82.54,0,0.5141,2.7528,5,0,0.5327,0.1931,0.0464,1,0,0
138.01,2,1,69.58,0,1.4474,0.0,2,0,0.37,0.5106,0.1498,0,0,1
258.27,2,4,148.09,1,0.7128,7.8574,5,0,0.1551,0.4042,0.0834,4,0,1
264.56,2,2,117.12,0,1.3402,0.0,3,0,0.4362,0.6404,0.1134,1,0,0
329.97,5,3,57.88,2,0.5676,9.184,6,1,0.804,0.5784,0.2688,0,0,1
185.21,1,0,14.45,0,1.4293,7.9883,6,1,0.1399,0.8764,0.178,0,0,1
401.78,5,6,51.99,2,0.9667,8.2747,3,1,0.3524,0.413,0.1676,3,0,1
264.92,6,5,114.41,0,0.4949,0.0,3,1,0.6436,0.1261,0.0655,2,1,0
236.84,4,3,37.79,0,1.2067,4.7723,4,0,0.7974,0.4837,0.2133,2,1,1
512.65,3,3,93.48,0,1.297,0.0,5,0,0.3959,0.5318,0.1288,2,1,0
180.84,0,0,12.86,0,1.8916,9.9541,4,0,0.8344,0.5533,0.0163,3,0,1
154.13,4,3,101.69,0,1.0632,0.0,2,0,0.4721,0.6176,0.1034,1,0,1
229.41,1,2,91.57,0,0.7799,0.0,8,0,0.5314,0.2339,0.1029,1,0,1
139.36,1,2,69.15,0,2.9145,0.0,3,0,0.3469,0.7495,0.0165,1,1,1
277.71,1,1,80.71,3,0.8935,0.0,7,0,0.6137,0.4375,0.1055,1,0,1
157.74,2,0,51.86,2,1.1309,0.0,5,0,0.5526,0.4957,0.2276,2,1,1
239.58,3,0,133.09,3,1.545,5.9134,5,1,0.1955,0.8193,0.0583,0,1,0
600.0,4,1,24.5,0,0.694,9.5548,3,0,0.1066,0.4632,0.2043,0,0,1
245.92,1,1,6.18,2,0.6794,7.8087,7,0,0.2194,0.3323,0.1168,1,0,1
221.13,5,7,59.78,2,0.9088,5.2639,2,1,0.7184,0.268,0.053,3,0,0
205.79,1,2,80.45,0,1.5929,4.9449,6,1,0.5017,0.6035,0.093,1,0,0
362.71,4,4,147.98,4,1.1446,10.1073,8,0,0.5942,0.623,0.1594,2,1,1
404.96,8,3,127.16,0,1.7119,0.0,2,0,0.5491,0.8003,0.0294,0,0,1
340.93,3,5,182.12,2,0.923,0.0,3,0,0.7957,0.5757,0.2153,2,0,1
166.38,0,0,9.76,1,0.7474,11.3199,1,1,0.6932,0.5638,0.2107,0,0,1
124.55,1,2,178.58,0,1.5075,0.0,6,0,0.5464,0.397,0.0168,0,1,1
99.37,1,1,129.14,0,2.063,10.6958,1,0,0.8045,0.6909,0.0923,2,0,1
113.42,1,1,29.22,2,1.0324,0.0,4,1,0.4771,0.5485,0.0388,0,1,1
354.95,3,2,138.49,0,1.1884,8.9951,4,0,0.6815,0.5236,0.2284,4,0,1
228.27,3,1,50.53,1,0.8693,11.0449,3,0,0.6442,0.3598,0.032,3,0,0
83.94,2,2,120.08,0,2.153,0.0,5,1,0.7904,0.4912,0.2447,0,1,0
152.12,1,2,134.25,1,1.862,0.0,3,0,0.8002,0.534,0.1192,0,1,1
278.68,2,5,92.45,0,1.1455,0.0,2,1,0.6294,0.4901,0.1746,3,0,0
177.11,3,3,160.36,0,1.146,0.0,1,1,0.3867,0.6662,0.0573,2,0,1
265.4,5,2,81.49,0,2.3964,8.0497,6,0,0.5421,0.6437,0.2405,3,0,1
221.89,1,0,174.16,0,0.9735,0.0,4,0,0.2537,0.4597,0.2303,0,0,0
88.0,2,4,45.44,1,2.771,0.0,7,0,0.3554,0.4306,0.1461,1,0,0
367.85,4,0,156.08,0,0.8695,0.0,4,0,0.4202,0.2556,0.1718,2,1,0
413.85,4,5,115.57,2,1.4705,5.5889,5,0,0.4921,0.1152,0.1437,1,1,1
90.29,1,3,79.06,1,0.5755,2.5877,4,0,0.5065,0.2865,0.1103,1,0,0
100.88,0,1,83.45,1,0.7646,10.4547,4,0,0.5231,0.4414,0.0528,1,1,0
138.59,3,3,87.03,0,0.5521,0.0,4,0,0.2875,0.8092,0.1783,3,1,0
380.49,4,6,193.91,2,1.0119,6.5868,5,0,0.5653,0.5272,0.0469,2,0,1
331.72,3,2,100.31,0,0.9681,2.6864,2,0,0.1658,0.2556,0.0402,0,0,0
279.4,4,5,134.91,2,2.4065,9.2372,2,1,0.2108,0.5584,0.1197,0,1,1
425.32,2,0,46.55,1,0.5064,8.9695,7,1,0.4373,0.3851,0.0416,0,1,0
312.05,5,0,126.25,1,1.4551,4.8309,6,0,0.0694,0.4773,0.0199,1,1,1
169.1,1,3,21.0,1,1.2952,0.0,4,0,0.5905,0.8427,0.0948,1,1,1
366.96,5,2,60.89,0,2.2903,8.7269,5,0,0.428,0.6983,0.1202,0,0,0
155.93,0,0,65.37,1,0.9908,2.0045,5,0,0.2506,0.3142,0.1995,2,1,0
432.14,3,2,97.48,0,3.3032,7.2578,6,0,0.5106,0.6531,0.1355,1,0,1
269.85,2,0,67.82,1,1.7379,0.0,1,0,0.4744,0.2909,0.1197,0,0,0
253.05,3,2,50.49,0,1.2243,7.385,3,0,0.1446,0.4482,0.0309,2,0,1
135.29,2,1,49.54,0,2.593,0.0,6,0,0.3162,0.6568,0.2181,0,0,1
340.57,4,1,13.05,1,2.0858,0.0,3,0,0.403,0.5248,0.0643,0,0,1
210.44,4,4,105.6,1,2.4729,4.3357,6,0,0.4343,0.7188,0.3157,3,0,1
119.4,2,3,69.46,2,0.8642,0.0,5,0,0.4345,0.1657,0.1903,2,1,1
174.05,2,2,149.82,3,0.9899,14.1364,6,1,0.2274,0.6742,0.0649,2,0,1
186.05,1,1,74.38,2,1.693,0.0,6,0,0.2826,0.5414,0.1423,1,0,1
382.06,6,2,158.59,0,0.5487,0.0,2,1,0.7218,0.1372,0.1142,1,0,0
130.42,0,2,140.56,0,0.8947,12.3941,2,1,0.5837,0.1192,0.1937,3,0,0
573.52,6,4,190.95,2,1.1693,1.9575,9,0,0.3715,0.7694,0.1406,2,0,1
177.42,2,3,84.14,0,0.5837,0.0,6,0,0.2665,0.2583,0.104,2,0,1
208.88,4,1,31.06,0,0.8389,2.2562,1,0,0.8277,0.2582,0.2154,1,0,1
474.62,2,0,141.56,1,1.8532,0.0,5,0,0.6372,0.6028,0.0254,1,0,1
534.34,2,6,108.97,1,0.7436,7.4489,2,0,0.7853,0.2911,0.236,1,0,1
157.02,2,3,174.54,1,4.0,0.0,1,1,0.1279,0.4264,0.0436,0,1,0
424.65,6,5,99.4,0,1.0207,1.9457,5,0,0.4555,0.402,0.2544,1,0,1
380.45,2,4,33.93,2,1.0722,6.0968,4,0,0.2177,0.4571,0.0624,1,1,1
406.86,6,4,75.93,0,0.656,6.045,4,0,0.6649,0.497,0.2004,4,1,0
102.35,2,1,75.06,3,1.1768,0.0,7,1,0.1584,0.3762,0.0525,1,1,1
102.3,1,1,24.01,2,1.1447,9.8675,4,0,0.4695,0.3621,0.2193,2,1,0
410.21,9,2,63.47,0,2.1347,0.0,4,0,0.6824,0.3979,0.2195,3,0,1
191.66,4,0,6.6,1,1.677,0.0,4,0,0.255,0.5341,0.0376,0,1,0
208.36,1,2,120.31,1,0.7562,3.5476,4,0,0.4631,0.4749,0.0946,2,0,1
290.98,5,5,75.8,1,1.4801,0.0,4,0,0.3364,0.5511,0.0547,0,0,1
295.2,0,2,130.35,1,2.8055,0.0,2,1,0.2763,0.5765,0.1941,2,0,1
132.51,2,1,111.6,1,1.5989,0.0,9,0,0.5906,0.218,0.2194,1,1,0
428.55,6,1,87.7,2,1.3054,0.0,4,1,0.3757,0.3875,0.0666,1,0,1
255.72,5,2,97.74,1,0.9707,0.0,5,0,0.2288,0.4676,0.0219,1,1,0
288.46,2,4,206.42,0,1.2798,0.0,5,0,0.747,0.316,0.1961,5,0,0
198.77,5,2,12.96,2,1.1607,0.0,5,0,0.5239,0.6348,0.1675,2,1,0
118.88,0,1,83.11,1,0.7418,0.0,5,1,0.7029,0.3676,0.0437,0,0,1
272.26,1,3,87.38,0,1.7375,3.8507,2,1,0.441,0.2374,0.0731,3,1,1
419.21,3,4,63.45,1,0.8233,0.0,9,0,0.8839,0.4942,0.1332,5,0,1
312.84,0,2,106.23,0,0.9337,10.176,2,0,0.3855,0.4893,0.0032,0,0,1
292.84,1,1,77.14,1,2.6533,12.91,6,0,0.3631,0.6131,0.0912,0,0,1
292.56,7,0,61.91,1,0.6992,11.716,4,0,0.7316,0.2145,0.2516,2,0,1
400.26,2,4,63.04,1,1.0407,0.0,8,0,0.7294,0.3593,0.107,2,0,1
359.14,3,0,66.77,1,1.0981,0.0,1,0,0.5349,0.3036,0.1613,0,0,0
270.24,1,1,121.32,1,1.7053,0.0,4,1,0.7243,0.5361,0.2128,1,0,1
157.89,2,0,24.41,0,1.4956,13.6946,1,0,0.3387,0.5512,0.1438,0,1,0
255.41,3,1,44.88,0,1.2917,0.0,4,1,0.7737,0.7771,0.1657,3,1,0
159.93,1,3,22.63,1,1.1206,0.0,9,0,0.3352,0.326,0.0104,2,0,0
351.34,5,1,96.11,2,2.2147,0.0,9,0,0.7839,0.6637,0.1552,1,0,1
300.53,2,3,182.66,1,0.6814,0.0,9,0,0.2055,0.3247,0.1044,4,1,0
270.06,2,0,33.97,0,1.0353,0.0,3,0,0.1392,0.2244,0.0072,0,0,0
235.54,2,0,97.88,3,1.4319,0.0,10,0,0.9287,0.4204,0.185,1,0,1
70.24,2,1,93.37,0,1.1571,0.0,2,0,0.4206,0.5796,0.0288,0,0,1
445.1,2,3,41.58,2,0.5937,10.6039,4,0,0.3127,0.2008,0.1776,2,1,0
600.0,3,3,110.46,0,2.2703,0.0,5,1,0.2412,0.6182,0.0611,1,1,0
480.01,4,6,124.9,1,2.7748,0.0,4,0,0.5399,0.5731,0.2094,3,1,0
301.37,4,1,56.11,0,0.7726,5.6199,4,1,0.4828,0.3316,0.0886,1,0,1
178.88,1,1,17.86,1,1.2657,0.0,7,1,0.0403,0.4301,0.0552,1,0,0
600.0,2,3,65.26,0,1.5395,0.0,4,0,0.6176,0.6448,0.0385,0,1,0
600.0,5,5,121.3,1,1.1546,0.0,5,0,0.363,0.3976,0.1848,3,0,1
273.03,2,4,189.27,2,0.2747,8.0567,4,0,0.2597,0.4032,0.1341,2,1,0
534.61,2,3,127.17,0,0.7085,0.6479,5,1,0.5602,0.4519,0.1534,0,1,1
501.88,4,5,164.29,3,1.0381,0.0,5,0,0.6021,0.3865,0.0471,1,0,1
492.74,1,2,174.81,0,0.7728,0.0,7,1,0.2614,0.5724,0.1422,1,0,1
165.29,3,2,74.27,2,1.2058,0.0,6,0,0.539,0.6808,0.3262,0,0,1
506.9,1,3,196.5,1,1.4065,0.0,6,0,0.5479,0.4836,0.1775,4,0,1
245.0,1,1,195.46,1,1.1308,4.9197,3,0,0.2869,0.5592,0.0564,0,1,1
317.59,5,3,51.07,0,1.5778,0.0,2,0,0.9161,0.6103,0.0379,3,1,1
352.17,5,2,159.78,0,1.9888,0.0,6,1,0.4287,0.3679,0.0735,2,0,0
182.29,0,5,10.75,0,1.4992,0.0,3,0,0.7315,0.3155,0.0545,0,0,1
104.01,2,5,93.53,1,1.0647,0.0,2,0,0.5053,0.4848,0.127,3,1,1
174.07,2,4,38.94,4,1.7126,0.0,10,1,0.6229,0.7127,0.0375,1,0,1
133.61,0,4,81.63,0,1.1005,8.628,5,0,0.3091,0.5249,0.1427,2,1,1
228.14,5,1,97.06,4,1.5396,0.0,9,0,0.4502,0.7349,0.1404,1,1,1
267.66,2,0,61.97,1,2.4224,0.0,4,1,0.2586,0.611,0.1102,1,1,1
113.03,2,1,90.09,2,1.4014,0.0,2,1,0.4843,0.3379,0.0559,3,1,0
199.14,4,3,81.17,1,1.1022,0.0,1,0,0.6313,0.3642,0.2516,1,0,1
80.56,1,0,88.95,2,0.989,11.6174,3,0,0.767,0.4601,0.1959,1,0,1
376.63,5,5,135.68,0,0.6706,0.0,3,0,0.3178,0.4247,0.185,1,1,0
286.79,1,0,56.32,2,0.9883,0.0,8,0,0.4777,0.6287,0.1335,0,0,1
170.0,2,1,39.82,1,1.1722,0.6648,5,1,0.3136,0.6154,0.0469,0,1,0
374.67,2,2,70.51,4,0.8117,0.0,9,0,0.4459,0.391,0.0185,2,0,0
397.17,3,3,109.52,2,1.0617,0.0,9,0,0.455,0.5154,0.2073,0,0,1
404.85,0,2,136.29,2,0.7952,4.4186,7,0,0.1832,0.37,0.0864,0,0,1
328.99,0,3,105.34,0,1.2579,0.0,5,0,0.5861,0.5837,0.2975,3,0,1
406.63,3,3,94.43,1,1.2408,7.5943,4,0,0.8049,0.2348,0.3519,3,1,1
566.23,0,3,185.2,1,1.3732,0.0,7,0,0.6061,0.6561,0.031,3,0,1
314.19,2,1,191.27,2,1.3983,0.0,6,1,0.8622,0.397,0.1164,2,0,1
340.67,4,5,102.39,0,1.4498,0.0,3,1,0.2986,0.4025,0.0219,2,0,1
237.37,1,5,152.64,1,0.9752,9.0408,1,0,0.2232,0.2403,0.124,1,0,1
142.44,1,3,14.96,4,1.0393,0.0,6,0,0.4289,0.3529,0.057,1,1,0
